(1.2;0.0;1),(-1.2;0.0;0),
(1.244194173824159;-0.044194173824159216;1),(-1.2456563612995055;0.0485774639205907;0),
(1.2911745719019274;-0.09760602590228175;1),(-1.2939798111904255;0.10759902962653824;0),
(1.3405945036070859;-0.16284374564265408;1),(-1.3443789177723002;0.18009079601359865;0),
(1.3915298353742374;-0.2434041920467978;1),(-1.3954629218939216;0.27010383425573303;0),
(1.4419623216420268;-0.34394651573535356;1),(-1.4443382067880517;0.38298176810620976;0),
(1.4878338355268135;-0.47051334936000966;1),(-1.4853404323262263;0.5254562720269768;0),
(1.5213843677666241;-0.6303760104907041;1),(-1.5079008643876144;0.7050137477485081;0),
(-1.4935802719160416;0.9271384799136637;0),(1.5285408798294224;-0.8306031688512805;1),
(-1.4510497099110846;1.1699051882387932;0),(1.4480460886087438;-1.095417825902617;1),
(-1.3270426808832798;1.4422331991970128;0),(1.268326699361842;-1.3729560127612896;1),
(-1.0953126320819886;1.7030076592414964;0),(0.9778725225917031;-1.6055738481173254;1),
(-0.7659980113721411;1.8882836756162538;0),(0.616079731288713;-1.731368170779176;1),
(-0.3991767883204437;1.9532645435375664;0),(0.2574160298780542;-1.7334199292335304;1),
(-0.06523519639059594;1.9071522942804173;0),(-0.042556403667428355;-1.6450552911718839;1),
(0.19962008065129727;1.7928100591562388;0),(-0.26868144843796027;-1.5116904129023703;1),
(0.39379890283708474;1.6503735432191269;0),(-0.430123865322582;-1.3653756119745954;1),
(0.5306226812587771;1.5041231346927528;0),(-0.5423798761160196;-1.2227320320698143;1),
(0.6251096866107139;1.3654760295313808;0),(-0.6192743733934732;-1.0906031642664906;1),
(0.6894380277304526;1.238589042707933;0),(-0.6711825529521105;-0.9708950006436955;1),
(0.7324537681136145;1.1241638863662826;0),(-0.7054223664376442;-0.8633356763958026;1),
(0.7603357100621416;1.0214578119343884;0),(-0.7270574784851476;-0.7668272007066618;1),
(0.777359044874462;0.9292343261665548;0),(-0.7395909568898593;-0.6800553384594057;1),
(0.7864937846973189;0.8461806798300225;0),(-0.7454666312765005;-0.6017444128556133;1),
(-0.7464100593413836;-0.5307502899632169;1),(0.7898241862609369;0.771075124596148;0),
(-0.7454172891895539;-0.46251681796140787;1),(0.7871006642938427;0.7052634476062712;0),
(-0.7411673436002115;-0.4002266626897638;1),(0.7814925798824055;0.6450644439842923;0),
(-0.7344371290423027;-0.3430932230765694;1),(0.7736798440167255;0.5897442768998928;0),
(-0.7257999073564684;-0.2904527820013954;1),(0.7641666293938918;0.538683708098199;0),
(-0.7156834777156338;-0.24174522530748546;1),(0.7533308063751732;0.491359597923697;0),
(-0.7044103295834213;-0.196496763327551;1),(0.741458280440989;0.44732871358803267;0),
(-0.6922257322294002;-0.15430519368240242;1),(0.7287671623611769;0.4062140730592716;0),
(-0.6793176475448076;-0.114827635771961;1),(0.7154250028203305;0.3676936397994459;0),
(-0.6658310268398199;-0.07777044568115707;1),(0.7015612339338775;0.33149104768282955;0),
(-0.6518781996148801;-0.04288096841256769;1),(0.6872762556306173;0.2973680189296903;0),
(-0.6375465081688996;-0.009940802457371757;1),(0.6726481442906965;0.2651181685178528;0),
(-0.6229039775190308;0.021239705716652197;1),(0.6577376562945433;0.23456193368542216;0),
(-0.6080035675255938;0.05082597258464057;1),(0.6425919950500351;0.20554241279414204;0),
(-0.5928863906198627;0.07896288567134889;1),(0.6272476717139909;0.1779219385818525;0),
(-0.5775841669952759;0.10577786330600643;1),(0.6117326949165678;0.15157924518261823;0),
(-0.5621211121320453;0.1313833897065026;1),(0.5960682589396341;0.12640711638082894;0),
(-0.5465153977762035;0.1558791242090218;1),(0.5802700535935761;0.1023104251560821;0),
(-0.5307802895617856;0.1793536635979231;1),(0.5643492862732477;0.07920449258408857;0),
(-0.514925037416065;0.20188602071703451;1),(0.5483134832061108;0.05701370845318063;0),
(-0.4989555754081857;0.22354687004504445;1),(0.5321671199334751;0.03567036728664194;0),
(-0.48287507353989756;0.24439960101493222;1),(0.5159121186774535;0.015113682447298857;0),
(-0.4666843735880899;0.26450121200008897;1),(0.4995482411233954;-0.004711051859274486;0),
(-0.45038233342086464;0.28390307164014056;1),(0.4830733983717974;-0.02385317517812864;0),
(-0.43396609847166046;0.3026515691927091;1),(0.4664838947392379;-0.04235727194264565;0),
(-0.4174313147390778;0.3207886716033753;1),(0.4497746182563997;-0.06026369545484393;0),
(-0.40077229440528256;0.33835240177384945;1),(0.4329391877945293;-0.07760901806493532;0),
(-0.38398214266098674;0.35537724991288416;1),(0.4159700645126847;-0.0944264185243757;0),
(-0.3670528523924715;0.3718945277466837;1),(0.3988586335841457;-0.11074601554689406;0),
(-0.3499753718813226;0.3879326736441786;1),(0.3815952608045212;-0.12659515502324525;0),
(-0.33273964948372015;0.40351751529774127;1),(0.3641693276123355;-0.1419986570253335;0),
(-0.31533465831369833;0.41867249542852053;1),(0.34656924719484394;-0.1569790276464086;0),
(-0.29774840319390383;0.43341886500719773;1),(0.3287824636543189;-0.17155663981023528;0),
(-0.27996791151245265;0.44777584765510087;1),(0.3107954356323413;-0.18574988640629736;0),
(-0.26197920910035627;0.4617607781843143;1),(0.2925936053001084;-0.19957530843977078;0),
(-0.2437672817930511;0.4753892176214748;1),(0.27416135319637824;-0.21304770029881417;0),
(-0.2253160229396669;0.4886750465154017;1),(0.25548193901109095;-0.22618019371602407;0),
(-0.20660816675650664;0.5016305378336914;1),(0.2365374280549124;-0.23898432151663046;0),
(-0.18762520707110494;0.5142664102900536;1),(0.21730860280808423;-0.25147006178572007;0),
(-0.16834730065613243;0.5265918624957509;1),(0.19777485859246233;-0.2636458626337395;0),
(-0.14875315399507355;0.5386145878785128;1),(0.17791408204539852;-0.27551864727685016;0),
(-0.1288198919408421;0.5503407698436097;1),(0.15770251067986282;-0.28709379865839185;0),
(-0.108522906310492;0.5617750561456227;1),(0.13711457137770391;-0.2983751222996485;0),
(-0.0878356819887574;0.5729205108743836;1),(0.11612269516634548;-0.3093647854588156;0),
(-0.06672959757301038;0.5837785418090016;1),(0.09469710505521665;-0.3200632299681801;0),
(-0.045173696962024695;0.5943488001284838;1),(0.07280557303512945;-0.3304690552757911;0),
(-0.0231344275462493;0.6046290485466991;1),(0.05041314154543474;-0.34057886719460734;0),
(-0.0005753397682884687;0.6146149928127784;1),(0.027481803757989712;-0.35038708660153717;0),
(0.02254325824793745;0.624300070119677;1),(0.003970135873954214;-0.35988571075545056;0),
(0.04626469859834795;0.6336751862069029;1),(-0.020167126770476714;-0.3690640179172328;0),
(0.07063641321171524;0.6427283907129904;1),(-0.044979579702475875;-0.37790820342272774;0),
(0.09571046629670535;0.6514444774740812;1),(-0.07052171742526347;-0.3864009321007429;0),
(0.12154417313637761;0.6598044927665322;1),(-0.09685359423952675;-0.39452078769767723;0),
(0.14820082170303733;0.6677851296655916;1),(-0.12404159556531597;-0.40224159443033786;0),
(0.17575051724353902;0.6753579803404947;1),(-0.15215934152525387;-0.4095315784709521;0),
(0.20427117457011076;0.6824886096728948;1),(-0.18128874949097556;-0.4163523274174157;0),
(0.23384968852521398;0.6891354022868735;1),(-0.2115212884581564;-0.42265749268948904;0),
(0.26458332027363324;0.695248119799224;1),(-0.24295946581057898;-0.428391161991193;0),
(0.296581346086932;0.7007660842323777;1),(-0.27571859663414705;-0.43348580457307223;0),
(0.3299670265812258;0.7056158747411005;1),(-0.3099289176816869;-0.43785965821031925;0),
(0.3648799684814072;0.7097083846424163;1),(-0.3457381228362693;-0.44141337943132203;0),
(0.4014789684873988;0.7129350290637199;1),(-0.3833144148974834;-0.4440257113582459;0),
(0.4399454502245054;0.7151628125576537;1),(-0.42285018991346995;-0.4455478270886522;0),
(0.4804876307780422;0.7162278488377984;1),(-0.46456649464996363;-0.445795866251905;0),
(0.5233455822908634;0.7159267527742861;1),(-0.5087184231490942;-0.4445409753500612;0),
(0.5687973838325509;0.7140050685313828;1),(-0.5556016393235794;-0.44149585236262756;0),
(0.6171665818998079;0.7101415098929349;1),(-0.605560216497202;-0.436296324022791;0),
(0.668831177040794;0.7039261919212819;1),(-0.6589959434961612;-0.4284757533739865;0),
(0.7242342898476369;0.6948300980356577;1),(-0.7163790987106883;-0.4174289237317668;0),
(0.7838964448145234;0.6821615344571375;1),(-0.7782603046943437;-0.40236019746512863;0),
(0.8484288529150701;0.6650028971709839;1),(-0.8452821537600375;-0.3822077282893032;0),
(0.9185457443454302;0.6421170542987737;1),(-0.9181871900233459;-0.3555304836039248;0),
(0.9950707290419186;0.6118058617805974;1),(-0.9978140720853871;-0.3203363567406605;0),
(1.0789250862336748;0.5716917258373616;1),(-1.0850628946381784;-0.27381522436070327;0),
(1.1710694168472442;0.5183731856328442;1),(-1.1807855108155072;-0.21191643473852317;0),
(1.2723309931477864;0.4468718119171879;1),(-1.2854970848785232;-0.12867088239309465;0),
(1.382954007454829;0.34973502125400013;1),(-1.398660399521947;-0.015104106725638125;0),
(1.5014734468967432;0.21559857591174822;1),(-1.5169385773955868;0.14243852958296682;0),
(1.6219242447248772;0.02705415578668749;1),(-1.6299575028522137;0.36447665848508093;0),
(1.7270203065298741;-0.24160025913737446;1),(-1.7103567250529408;0.6793165740619089;0),
(-1.6935873276693603;1.1136538013673714;0),(1.7726308247401232;-0.6222196704665051;1),
(-1.5827300690563018;1.6188494982742176;0),(1.5015402995957579;-1.2088179474183078;1),
(-1.165404147572497;2.1635325728205137;0),(0.8454920820659597;-1.684825277548915;1),
(-0.3991264640132377;2.4750042859593773;0),(-0.015197697133069399;-1.7360747930665037;1),
(0.43361109248358887;2.3341264802904393;0),(-0.7096437418279585;-1.3848583075974192;1),
(1.0271592707265147;1.873304088073618;0),(-1.1135041889335868;-0.8721543177933438;1),
(1.3362220028924283;1.3167550774011105;0),(-1.284452848598808;-0.34976219313853785;1),
(-1.2962225469385948;0.1310519583294426;1),(1.4323656041255204;0.7785859499365962;0),
(-1.2456701885159267;0.617006480056652;1),(1.307519775616388;0.26420424207862125;0),
(-1.0835609742199748;1.0542237268338572;1),(1.061799971807847;-0.18987888547380904;0),
(-0.8152863743153367;1.449497439881752;1),(0.6916301094805326;-0.5857203016104147;0),
(-0.41700796272215795;1.8026124872472733;1),(0.1580058837235404;-0.9076818610736839;0),
(0.1843298164186455;2.088370596902477;1),(-0.6426422820420679;-1.078556491353606;0),
(1.1952102764987194;2.1681678802857696;1),(-1.969318688306243;-0.7093316579586662;0),
(-2.7223465412740304;3.9761345654256015;0),(3.3206288302275797;0.8798960348086644;1),
(5.911402066180333;0.9591102000513185;0),(6.030815222850311;2.146000873584424;1),
(6.342475818638507;2.199234269969347;1),(14.722573855857537;2.5328515627036783;0),
(7.706592999891174;2.180767477470631;1),(18.478750911629568;7.673913706162995;0),
(7.858967964346073;2.229772155116754;1),(17.95818982399861;7.489214029487652;0),
(7.914383251057122;2.2517339518284696;1),(17.852429265948356;7.442377124914376;0),
(7.942902524095607;2.2640051827076815;1),(17.80812247190183;7.421545404260156;0),
(7.960271687427836;2.271818035963465;1),(17.783848600198663;7.409807242973744;0),
(7.971960955445909;2.2772246710018536;1),(17.76853509819411;7.402279810852633;0),
(7.980366162129629;2.2811875602785703;1),(17.75799387907781;7.39704229366506;0),
(7.986701764701463;2.2842167754083516;1),(17.750294146103244;7.39318746154935;0),
(7.991648994183151;2.286607560440802;1),(17.744422812317563;7.390231353623953;0),
(7.995619563032785;2.2885425795800467;1),(17.739797287641075;7.3878922837123095;0),
(7.998876971911457;2.2901408842497055;1),(17.736058786796676;7.385995172152045;0),
(8.001597708767617;2.2914833799600896;1),(17.732974272467793;7.384425472164656;0),
(8.003904435018757;2.292626969656181;1),(17.7303857965577;7.383105087750659;0),
(8.00588505800175;2.2936128401172;1),(17.728182505616406;7.381978940881504;0),
(8.007604229291756;2.2944715376497613;1),(17.726284302204586;7.381007071444434;0),
(8.009110560489894;2.2952261961499674;1),(17.7246318676555;7.3801597821327585;0),
(8.010441308765177;2.2958946572184447;1),(17.723180332636517;7.379414541683312;0),
(8.011625510236154;2.296490901943593;1),(17.72189512882524;7.378753945774476;0),
(8.012686129761644;2.297026041685929;1),(17.72074919237819;7.378164336817235;0),
(8.013641569501086;2.297509018594831;1),(17.719721031695965;7.377634846918756;0),
(8.014506748853083;2.2979471104535403;1),(17.718793363076017;7.377156719992656;0),
(8.01529389145171;2.298346300784211;1),(17.717952128600885;7.376722822417401;0),
(8.016013107933416;2.2987115543836993;1),(17.717185776883532;7.376327283762446;0),
(8.016672833753614;2.2990470253324773;1),(17.71648472808536;7.375965228953438;0),
(8.017280162448278;2.299356216028047;1),(17.7158409703753;7.375632575826531;0),
(8.01784110236102;2.299642100189318;1),(17.715247751629956;7.375325880172529;0),
(8.018360776589223;2.299907219009264;1),(17.714699341138648;7.375042215761017;0),
(8.018843580282505;2.3001537570552166;1),(17.71419084344156;7.374779080464584;0),
(8.019293305543787;2.3003836027252564;1),(17.71371805146059;7.374534322089622;0),
(8.019713241460753;2.300598396807119;1),(17.713277329574485;7.3743060792497745;0),
(8.020106254860417;2.3007995717847955;1),(17.71286551974851;7.3740927338384825;0),
(8.020474855986667;2.30098838388653;1),(17.712479865583138;7.373892872529574;0),
(8.020821252286336;2.3011659393915473;1),(17.71211795041345;7.373705255366232;0),
(8.02114739274258;2.301333216360831;1),(17.711777646516953;7.373528789960837;0),
(8.021455004638888;2.301491082694543;1),(17.711457073171218;7.373362510169979;0),
(8.02174562422004;2.3016403112207695;1),(17.711154561812886;7.373205558364357;0),
(8.022020622400435;2.3017815923698772;1),(17.71086862693358;7.373057170605726;0),
(8.022281226428763;2.301915544873567;1),(17.71059794163985;7.372916664189536;0),
(8.022528538232262;2.3020427248387296;1),(17.7103413170278;7.372783427124115;0),
(8.022763550019556;2.3021636334770554;1),(17.710097684695135;7.372656909203997;0),
(8.02298715760854;2.302278723717161;1),(17.70986608184762;7.372536614402486;0),
(8.023200171857143;2.302388405883308;1),(17.709645638561607;7.372422094361431;0),
(8.023403328504791;2.3024930525909273;1),(17.709435566847063;7.37231294279788;0),
(8.023597296676568;2.3025930029821544;1),(17.7092351512209;7.372208790680419;0),
(8.02378268625741;2.3026885664029138;1),(17.709043740552772;7.372109302054356;0),
(8.023960054307741;2.3027800256056197;1),(17.70886074098733;7.372014170416159;0),
(8.024129910662856;2.302867639547402;1),(17.708685609780623;7.371923115554628;0),
(8.024292722834705;2.3029516458422297;1),(17.708517849915868;7.371835880790176;0),
(8.024448920315448;2.3030322629158753;1),(17.708357005385913;7.371752230554866;0),
(8.024598898366248;2.303109691904906;1),(17.708202657048023;7.371671948265126;0),
(8.024743021361756;2.303184118334489;1),(17.708054418971606;7.371594834446654;0),
(8.024881625749925;2.3032557136045035;1),(17.70791193521178;7.3715207050772955;0),
(8.0250150226778;2.3033246363090285;1),(17.707774876951945;7.371449390118902;0),
(8.025143500326449;2.303391033410616;1),(17.707642939967084;7.371380732213481;0),
(8.025267325991964;2.303455041287651;1),(17.707515842366504;7.3713145855225894;0),
(8.02538674794417;2.303516786670528;1),(17.707393322580778;7.371250814691925;0),
(8.025501997090267;2.3035763874801694;1),(17.707275137562586;7.371189293925651;0),
(8.02561328846688;2.303633953580574;1),(17.707161061175437;7.371129906157102;0),
(8.025720822580828;2.3036895874555072;1),(17.707050882747716;7.371072542304381;0),
(8.025824786616191;2.3037433848181026;1),(17.706944405772635;7.3710171006008585;0),
(8.025925355523;2.3037954351610166;1),(17.70684144673719;7.370963485991943;0),
(8.026022693000874;2.3038458222537876;1),(17.706741834065408;7.37091160959058;0),
(8.026116952389227;2.30389462459322;1),(17.7066454071631;7.370861388184918;0),
(8.026208277474264;2.303941915811887;1),(17.706552015552916;7.370812743792404;0),
(8.026296803221685;2.3039877650492326;1),(17.706461518089874;7.370765603255276;0),
(8.02638265644296;2.3040322372892024;1),(17.706373782248818;7.370719897873043;0),
